ACCESSION_NUMBER,HOLDING_ID,FILENAME_TIMESTAMP,FILING_DATE,ISSUER_NAME,ISSUER_LEI,ISSUER_TITLE,ISSUER_CUSIP,BALANCE,UNIT,OTHER_UNIT_DESC,CURRENCY_CODE,CURRENCY_VALUE,EXCHANGE_RATE,PERCENTAGE,PAYOFF_PROFILE,ASSET_CAT,OTHER_ASSET,ISSUER_TYPE,OTHER_ISSUER,INVESTMENT_COUNTRY,IS_RESTRICTED_SECURITY,FAIR_VALUE_LEVEL,DERIVATIVE_CAT,YYYYQQ,SUBMISSION_FILE_NUM,SUBMISSION_SUB_TYPE,SUBMISSION_IS_LAST_FILING,SUBMISSION_REPORT_ENDING_PERIOD,SUBMISSION_REPORT_DATE,SUBMISSION_FILING_DATE,REGISTRANT_CIK,REGISTRANT_REGISTRANT_NAME,REGISTRANT_FILE_NUM,REGISTRANT_LEI,REGISTRANT_ADDRESS1,REGISTRANT_ADDRESS2,REGISTRANT_CITY,REGISTRANT_STATE,REGISTRANT_COUNTRY,REGISTRANT_ZIP,REGISTRANT_PHONE,FUND_REPORTED_INFO_SERIES_NAME,FUND_REPORTED_INFO_SERIES_ID,FUND_REPORTED_INFO_SERIES_LEI,FUND_REPORTED_INFO_TOTAL_ASSETS,FUND_REPORTED_INFO_TOTAL_LIABILITIES,FUND_REPORTED_INFO_NET_ASSETS,FUND_REPORTED_INFO_ASSETS_ATTRBT_TO_MISC_SECURITY,FUND_REPORTED_INFO_ASSETS_INVESTED,FUND_REPORTED_INFO_BORROWING_PAY_WITHIN_1YR,FUND_REPORTED_INFO_CTRLD_COMPANIES_PAY_WITHIN_1YR,FUND_REPORTED_INFO_OTHER_AFFILIA_PAY_WITHIN_1YR,FUND_REPORTED_INFO_OTHER_PAY_WITHIN_1YR,FUND_REPORTED_INFO_BORROWING_PAY_AFTER_1YR,FUND_REPORTED_INFO_CTRLD_COMPANIES_PAY_AFTER_1YR,FUND_REPORTED_INFO_OTHER_AFFILIA_PAY_AFTER_1YR,FUND_REPORTED_INFO_OTHER_PAY_AFTER_1YR,FUND_REPORTED_INFO_DELAYED_DELIVERY,FUND_REPORTED_INFO_STANDBY_COMMITMENT,FUND_REPORTED_INFO_LIQUIDATION_PREFERENCE,FUND_REPORTED_INFO_CASH_NOT_RPTD_IN_C_OR_D,FUND_REPORTED_INFO_CREDIT_SPREAD_3MON_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_1YR_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_5YR_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_10YR_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_30YR_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_3MON_NONINVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_1YR_NONINVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_5YR_NONINVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_10YR_NONINVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_30YR_NONINVEST,FUND_REPORTED_INFO_IS_NON_CASH_COLLATERAL,FUND_REPORTED_INFO_NET_REALIZE_GAIN_NONDERIV_MON1,FUND_REPORTED_INFO_NET_UNREALIZE_AP_NONDERIV_MON1,FUND_REPORTED_INFO_NET_REALIZE_GAIN_NONDERIV_MON2,FUND_REPORTED_INFO_NET_UNREALIZE_AP_NONDERIV_MON2,FUND_REPORTED_INFO_NET_REALIZE_GAIN_NONDERIV_MON3,FUND_REPORTED_INFO_NET_UNREALIZE_AP_NONDERIV_MON3,FUND_REPORTED_INFO_SALES_FLOW_MON1,FUND_REPORTED_INFO_REINVESTMENT_FLOW_MON1,FUND_REPORTED_INFO_REDEMPTION_FLOW_MON1,FUND_REPORTED_INFO_SALES_FLOW_MON2,FUND_REPORTED_INFO_REINVESTMENT_FLOW_MON2,FUND_REPORTED_INFO_REDEMPTION_FLOW_MON2,FUND_REPORTED_INFO_SALES_FLOW_MON3,FUND_REPORTED_INFO_REINVESTMENT_FLOW_MON3,FUND_REPORTED_INFO_REDEMPTION_FLOW_MON3,INTEREST_RATE_RISK_INTEREST_RATE_RISK_ID,INTEREST_RATE_RISK_CURRENCY_CODE,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_3MON_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_1YR_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_5YR_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_10YR_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_30YR_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_3MON_DV100,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_1YR_DV100,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_5YR_DV100,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_10YR_DV100,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_30YR_DV100,BORROWER_BORROWER_ID,BORROWER_NAME,BORROWER_LEI,BORROWER_AGGREGATE_VALUE,BORROW_AGGREGATE_BORROW_AGGREGATE_ID,BORROW_AGGREGATE_AMOUNT,BORROW_AGGREGATE_COLLATERAL,BORROW_AGGREGATE_INVESTMENT_CAT,BORROW_AGGREGATE_OTHER_DESC,MONTHLY_TOTAL_RETURN_MONTHLY_TOTAL_RETURN_ID,MONTHLY_TOTAL_RETURN_CLASS_ID,MONTHLY_TOTAL_RETURN_MONTHLY_TOTAL_RETURN1,MONTHLY_TOTAL_RETURN_MONTHLY_TOTAL_RETURN2,MONTHLY_TOTAL_RETURN_MONTHLY_TOTAL_RETURN3,MONTHLY_RETURN_CAT_INSTRUMENT_ASSET_CAT,MONTHLY_RETURN_CAT_INSTRUMENT_INSTRUMENT_KIND,MONTHLY_RETURN_CAT_INSTRUMENT_NET_REALIZED_GAIN_MON1,MONTHLY_RETURN_CAT_INSTRUMENT_NET_UNREALIZED_AP_MON1,MONTHLY_RETURN_CAT_INSTRUMENT_NET_REALIZED_GAIN_MON2,MONTHLY_RETURN_CAT_INSTRUMENT_NET_UNREALIZED_AP_MON2,MONTHLY_RETURN_CAT_INSTRUMENT_NET_REALIZED_GAIN_MON3,MONTHLY_RETURN_CAT_INSTRUMENT_NET_UNREALIZED_AP_MON3,IDENTIFIERS_IDENTIFIERS_ID,IDENTIFIERS_IDENTIFIER_ISIN,IDENTIFIERS_IDENTIFIER_TICKER,IDENTIFIERS_OTHER_IDENTIFIER,IDENTIFIERS_OTHER_IDENTIFIER_DESC
0001752724-19-176530,15780261,1546329600,2019-11-25,CITADEL SECURITIES LLC,12UUJYTN7D3SW8KCSG25,CITADEL SECURITIES LLC,000000000,43350491.0,PA,,USD,43350491.0,,5.577358714631,Long,RA,,CORP,,US,N,2.0,,2019Q4,,NPORT-P,N,31-DEC-2019,30-SEP-2019,25-NOV-2019,1015965,Voya VARIABLE PORTFOLIOS INC,811-07651,549300RRSJVUNTELG112,7337 East Doubletree Ranch Road,Suite 100,Scottsdale,US-AZ,US,85258,1-800-992-0180,VOYA RUSSELLTM SMALL CAP INDEX PORTFOLIO,S000021224,549300EDVR1NTSAPVX61,964058130.52,186799696.59,777258433.93,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2341471.96,,,,,,,,,,,N,4558187.52,-340065.63,680867.21,-40846468.41,239137.82,14311205.76,5178823.43,0.0,-39302110.02,3662508.12,0.0,-9801586.77,15232253.12,0.0,-9584176.62,,,,,,,,,,,,,119251.0,J.P. Morgan Securities LLC,ZBUT11V806EZRVTWT807,16961100.66,,,,,,123190,C000074926,0.0054012,-0.0506523,0.0210186,,,,,,,,,,,,,
0001752724-19-176642,15814467,1546329600,2019-11-25,CITADEL SECURITIES LLC,12UUJYTN7D3SW8KCSG25,CITADEL SECURITIES LLC,000000000,2355433.0,PA,,USD,2355433.0,,0.467889954541,Long,RA,,CORP,,US,N,2.0,,2019Q4,,NPORT-P,N,31-DEC-2019,30-SEP-2019,25-NOV-2019,1015965,Voya VARIABLE PORTFOLIOS INC,811-07651,549300RRSJVUNTELG112,7337 East Doubletree Ranch Road,Suite 100,Scottsdale,US-AZ,US,85258,1-800-992-0180,VOYA SMALL COMPANY PORTFOLIO,S000008709,54930036N645N81S0E33,514876619.49,11460596.74,503416022.75,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,179921.1,,,,,,,,,,,N,4612711.12,385535.37,-8561113.36,-16727828.96,-2293467.34,15483499.5,1213403.41,0.0,-10537480.69,762238.07,0.0,-7556758.4,2376037.63,0.0,-7990300.07,,,,,,,,,,,,,119572.0,"Goldman, Sachs & Co. LLC",FOR8UP27PHTHYVLBNG30,259780.08,,,,,,123526,C000074663,0.008766,-0.0481283,0.0273876,,,,,,,,,,,,,
0001752724-19-177981,16014394,1546329600,2019-11-25,CITADEL CLEARING LLC,5493001I7IJ4CW6Q9N27,CITADEL CLEARING LLC,000000000,5000000.0,PA,,USD,5000000.0,,0.522268249583,Long,RA,,CORP,,US,N,2.0,,2019Q4,,NPORT-P,N,31-DEC-2019,30-SEP-2019,25-NOV-2019,1126087,Brighthouse Funds Trust I,811-10183,549300LQX1AREJYGF247,"BRIGHTHOUSE INVESTMENT ADVISERS, LLC",ONE FINANCIAL CENTER,BOSTON,US-MA,US,02111,980-949-5130,Victory Sycamore Mid Cap Value Portfolio,S000011090,549300ETM5PND7PU3B51,1167024546.32,209662117.34,957362428.98,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,N,8209665.56,1366680.56,4445847.21,-32429390.78,3483626.34,32028259.89,1246378.59,0.0,12838288.16,1272238.93,0.0,12804198.85,807189.03,0.0,13815120.34,,,,,,,,,,,,,121947.0,CITIGROUP GLOBAL MARKETS INC,MBNUM2BPBDO7JBLYG310,2506032.68,,,,,,124831,C000030587,1.05,-2.76,3.96,,,,,,,,,,,,,
0001752724-19-177927,15984311,1546329600,2019-11-25,CITADEL CLEARING LLC,5493001I7IJ4CW6Q9N27,CITADEL CLEARING LLC,000000000,1000000.0,PA,,USD,1000000.0,,0.080988232474,Long,RA,,CORP,,US,N,2.0,,2019Q4,,NPORT-P,N,31-DEC-2019,30-SEP-2019,25-NOV-2019,710826,Brighthouse Funds Trust II,811-03618,549300NPPA08K2CWOV06,"BRIGHTHOUSE INVESTMENT ADVISERS, LLC",ONE FINANCIAL CENTER,BOSTON,US-MA,US,02111,980-949-5130,Brighthouse/Wellington Balanced Portfolio,S000006522,NXBVDGYPUHFPZAEIGB14,1498232322.18,263485039.22,1234747282.96,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,21938628.09,0.0,0.0,7927745.42,-337.08,-7400.45,-31784.98,-48414.14,-26298.7,-118.77,-2689.6,-8764.02,-9832.32,-10613.76,Y,11488978.26,-2320086.74,4096654.8,-8511019.3,4845451.47,-1654149.74,1580652.1,0.0,11458720.96,1730171.64,0.0,11203555.24,2703603.98,0.0,11407401.32,48582.0,USD,-1750.64,-21937.29,-71719.31,-109758.89,-84208.67,-157448.31,-2181835.78,-9266488.63,-12986889.08,-7827639.33,121532.0,CITIGROUP GLOBAL MARKETS INC,MBNUM2BPBDO7JBLYG310,24975.44,4840.0,1321605.17,1368399.07,UST,,124634,C000017831,0.86,-0.21,0.48,,,,,,,,,,,,,
0001752724-19-177949,15986420,1546329600,2019-11-25,CITADEL CLEARING LLC,5493001I7IJ4CW6Q9N27,CITADEL CLEARING LLC,000000000,4000000.0,PA,,USD,4000000.0,,0.118196912777,Long,RA,,CORP,,US,N,2.0,,2019Q4,,NPORT-P,N,31-DEC-2019,30-SEP-2019,25-NOV-2019,710826,Brighthouse Funds Trust II,811-03618,549300NPPA08K2CWOV06,"BRIGHTHOUSE INVESTMENT ADVISERS, LLC",ONE FINANCIAL CENTER,BOSTON,US-MA,US,02111,980-949-5130,MFS Value Portfolio,S000006507,549300CWENUJR9J33L67,3659446938.38,275263793.49,3384183144.89,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,20532.41,,,,,,,,,,,N,21200574.82,41743825.64,18995098.54,-92205709.12,15919952.58,61892700.01,4043649.32,0.0,62686951.14,4057235.04,0.0,32404021.76,6199046.89,0.0,62673487.76,,,,,,,,,,,,,121566.0,"BOFA SECURITIES, INC.- OPEN TERM",549300HN4UKV1E2R3U73,98573837.96,,,,,,124660,C000017791,1.89,-1.86,2.44,,,,,,,,,,,,,
0001752724-19-198652,17307360,1546329600,2019-12-20,Citadel Group Ltd/The,,Citadel Group Ltd/The,000000000,2860.0,NS,,AUD,7002.09,1.450642,0.000509987975,Long,EC,,CORP,,AU,N,2.0,,2019Q4,,NPORT-P,N,31-OCT-2019,31-OCT-2019,20-DEC-2019,355437,DFA INVESTMENT DIMENSIONS GROUP INC,811-03258,549300XGRTBJCE41BD26,6300 BEE CAVE ROAD,BUILDING ONE,AUSTIN,US-TX,US,78746,512-306-7400,International Sustainability Core 1 Portfolio,S000020423,549300GZYBV3Y7GX2Q27,1481694494.28,108703298.48,1372991195.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,5466968.04,,,,,,,,,,,Y,182382.68,-22721904.9,-1756957.91,35109903.34,369944.76,50007728.24,35233458.29,0.0,15243398.79,31965243.65,4787983.08,13600728.11,40556786.93,0.0,12658759.47,,,,,,,,,,,,,131635.0,SKANDINAVISKA ENSKILDA BANK AB,F3JS33DEI6XQ4ZBPTN86,28922.26,5322.0,11512669.0,12128633.66999999,UST,,134456,C000057264,-1.69,2.98,3.94,,,,,,,,,,,,,
0001752724-19-177939,15997794,1546329600,2019-11-25,CITADEL CLEARING LLC,5493001I7IJ4CW6Q9N27,CITADEL CLEARING LLC,000000000,65000000.0,PA,,USD,65000000.0,,0.98610666482,Long,RA,,CORP,,US,N,2.0,,2019Q4,,NPORT-P,N,31-DEC-2019,30-SEP-2019,25-NOV-2019,1126087,Brighthouse Funds Trust I,811-10183,549300LQX1AREJYGF247,"BRIGHTHOUSE INVESTMENT ADVISERS, LLC",ONE FINANCIAL CENTER,BOSTON,US-MA,US,02111,980-949-5130,BlackRock Global Tactical Strategies Portfolio,S000032436,QCHRP8ZW0C1C4IYWVN22,7672446072.91,1080867056.27,6591579016.64,0.0,138545615.82,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,29224951.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,10981828.09,-8703577.71,14355798.74,3095383.7,8223258.48,36503263.55,382444.12,0.0,72776185.09,256560.98,0.0,75566905.93,457306.58,0.0,68996909.62,48618.0,USD,58196.67,8277.06,136839.62,-1653937.89,-14444.33,5813918.42,820605.03,13370971.53,-157220929.69,-1319530.0,121709.0,BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED,549300KUN9K9K32C6D97,12323124.0,,,,,,124716,C000100079,0.0,0.95,0.57,,,,,,,,,,,,,
0001752724-19-177930,15995934,1546329600,2019-11-25,CITADEL CLEARING LLC,5493001I7IJ4CW6Q9N27,CITADEL CLEARING LLC,000000000,1000000.0,PA,,USD,1000000.0,,0.119621695613,Long,RA,,CORP,,US,N,2.0,,2019Q4,,NPORT-P,N,31-DEC-2019,30-SEP-2019,25-NOV-2019,1126087,Brighthouse Funds Trust I,811-10183,549300LQX1AREJYGF247,"BRIGHTHOUSE INVESTMENT ADVISERS, LLC",ONE FINANCIAL CENTER,BOSTON,US-MA,US,02111,980-949-5130,SSGA Growth ETF Portfolio,S000011113,5493004QHK0IAQQBQE95,1054595264.35,218626508.96,835968755.39,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,N,4294162.77,-3834211.29,-430178.8,-8446170.4,2655901.54,9457753.48,1193890.85,0.0,7169815.44,751833.84,0.0,7779731.28,638021.13,0.0,7996460.62,,,,,,,,,,,,,121693.0,TD PRIME SERVICES LLC,549300ZBQI1JB1844X09,17418457.0,,,,,,124709,C000030700,0.09,-0.97,1.69,,,,,,,,,,,,,
0001752724-19-166247,15257032,1546329600,2019-11-18,Citadel Capital SAE,,Citadel Capital SAE,000000000,498270.0,NS,,EGP,75048.74,16.26625,0.014377908398,Long,EC,,CORP,,EG,N,1.0,,2019Q3,,NPORT-P,N,30-SEP-2019,30-SEP-2019,18-NOV-2019,1168164,SPDR INDEX SHARES FUNDS,811-21145,5493001XGU6MOBRXUU78,One Iron Street,,Boston,US-MA,US,02210,617-664-7037,SPDR(R) S&P(R) EMERGING MARKETS SMALL CAP ETF,S000021247,549300KXEWO8WPVG8S70,532010638.71,10038054.66,521972584.05,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1583963.14999998,,,,,,,,,,,Y,-501073.22,975398.42,-366586.66,-21899466.41,3928724.15,-2743725.27,0.0,0.0,0.0,43070559.8,0.0,0.0,4468218.9,0.0,0.0,,,,,,,,,,,,,115640.0,Jefferies LLC,58PU97L1C0WSRCWADL48,50042.93,4587.0,16319696.76,17491472.38,UST,,118827,C000060582,0.83,-4.12,0.64,,,,,,,,,,,,,
0001752724-19-177941,15993848,1546329600,2019-11-25,CITADEL CLEARING LLC,5493001I7IJ4CW6Q9N27,CITADEL CLEARING LLC,000000000,10000000.0,PA,,USD,10000000.0,,0.911834354355,Long,RA,,CORP,,US,N,2.0,,2019Q4,,NPORT-P,N,31-DEC-2019,30-SEP-2019,25-NOV-2019,710826,Brighthouse Funds Trust II,811-03618,549300NPPA08K2CWOV06,"BRIGHTHOUSE INVESTMENT ADVISERS, LLC",ONE FINANCIAL CENTER,BOSTON,US-MA,US,02111,980-949-5130,VanEck Global Natural Resources Portfolio,S000023794,84OXE86TSHVRE27KZR34,1301733460.69,205043041.84,1096690418.85,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,69.86,,,,,,,,,,,Y,-1320611.03,-46668339.7,-4780360.59,-48057100.39,-9720416.91,6780217.48,13785367.55,0.0,846648.21,48023267.6,0.0,702821.68,1272044.32,0.0,1221080.87,,,,,,,,,,,,,121657.0,CREDIT SUISSE SECURITIES (USA) LLC,1V8Y6QCX6YMJ2OELII46,543950.0,4847.0,12347676.78,12546808.53,UST,,124691,C000069951,-4.18,-4.36,-0.13,,,,,,,,,,,,,
0001752724-19-177960,16004130,1546329600,2019-11-25,CITADEL CLEARING LLC,5493001I7IJ4CW6Q9N27,CITADEL CLEARING LLC,000000000,8000000.0,PA,,USD,8000000.0,,0.259530801114,Long,RA,,CORP,,US,N,2.0,,2019Q4,,NPORT-P,N,31-DEC-2019,30-SEP-2019,25-NOV-2019,710826,Brighthouse Funds Trust II,811-03618,549300NPPA08K2CWOV06,"BRIGHTHOUSE INVESTMENT ADVISERS, LLC",ONE FINANCIAL CENTER,BOSTON,US-MA,US,02111,980-949-5130,Western Asset Management Strategic Bond Opportunities Portfolio,S000006526,549300FA3RFIWG5VDH47,3497546011.35,415060246.4,3082485764.95,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,22061527.56,0.0,0.0,99962390.83,-1099.49,-30491.96,-186103.1,-264420.66,-234462.15,-3919.88,-102215.66,-287801.64,-160703.05,-38960.4,Y,1202328.59,9658396.77,-972745.1,-15167203.9,-261728.06,-624496.96,8731439.68,0.0,32397884.56,10261954.89,0.0,64389592.49,5310073.66,0.0,36000905.85,48620.0,IDR,-270.1,-1077.96,-10101.93,-7800.13,0.0,-26957.78,-107113.18,-991600.47,-765727.95,0.0,121727.0,NATIONAL FINANCIAL SERVICES LLC,549300JRHF1MHHWUAW04,18312.0,4850.0,550298.77,622751.85,UST,,124717,C000017843,0.76,0.83,0.3,,,,,,,,,,,,,
0001752724-19-177947,15999931,1546329600,2019-11-25,CITADEL CLEARING LLC,5493001I7IJ4CW6Q9N27,CITADEL CLEARING LLC,000000000,12500000.0,PA,,USD,12500000.0,,1.453330581102,Long,RA,,CORP,,US,N,2.0,,2019Q4,,NPORT-P,N,31-DEC-2019,30-SEP-2019,25-NOV-2019,710826,Brighthouse Funds Trust II,811-03618,549300NPPA08K2CWOV06,"BRIGHTHOUSE INVESTMENT ADVISERS, LLC",ONE FINANCIAL CENTER,BOSTON,US-MA,US,02111,980-949-5130,MetLife Russell 2000 Index Portfolio,S000006525,549300150CXK26R8Z865,1035139111.95,175045740.04,860093371.91,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2373535.83,,,,,,,,,,,Y,40579660.73,-34828046.7,893020.74,-45146955.06,-2309327.66,17216994.08,4316634.9,0.0,22556990.31,6217242.85,0.0,10035782.32,4522692.28,0.0,12398724.19,,,,,,,,,,,,,121759.0,"BOFA SECURITIES, INC.- OPEN TERM",549300HN4UKV1E2R3U73,16107099.81,4852.0,14274619.92,14797760.81,UST,,124732,C000017841,0.69,-4.92,1.95,,,,,,,,,,,,,
0001752724-19-177956,15994394,1546329600,2019-11-25,CITADEL CLEARING LLC,5493001I7IJ4CW6Q9N27,CITADEL CLEARING LLC,000000000,8500000.0,PA,,USD,8500000.0,,0.193672741306,Long,RA,,CORP,,US,N,2.0,,2019Q4,,NPORT-P,N,31-DEC-2019,30-SEP-2019,25-NOV-2019,1126087,Brighthouse Funds Trust I,811-10183,549300LQX1AREJYGF247,"BRIGHTHOUSE INVESTMENT ADVISERS, LLC",ONE FINANCIAL CENTER,BOSTON,US-MA,US,02111,980-949-5130,AB Global Dynamic Allocation Portfolio,S000032435,5493001KS6KHTJSBGC09,4583336676.55,194489829.72,4388846846.83,0.0,53380986.16,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,69243832.93,0.0,0.0,0.0,0.0,0.0,-16.18,-1483.27,-17517.57,0.0,0.0,Y,591956.18,-20986313.16,-3753472.04,3336514.28,5087743.19,31272141.08,697689.17,0.0,46923020.75,227510.82,0.0,50479087.35,325696.17,0.0,47148193.97,48612.0,GBP,2516.28,-1614.96,-14266.72,-51304.54,-30479.4,251422.62,-160433.18,-1408639.42,-4946730.07,-2761584.34,121600.0,J.P. MORGAN SECURITIES LLC - OPEN TERM,ZBUT11V806EZRVTWT807,1020610.08,4844.0,469525.54,485970.86,UST,,124676,C000100075,-0.16,1.64,0.49,,,,,,,,,,,,,
0001752724-19-201579,17687526,1546329600,2019-12-23,CITADEL INVESTM 02/28/26,,CITADEL INVESTM 02/28/26,000000000,7105792.5,PA,,USD,7119151.39,,0.497120335255,Long,LON,,CORP,,US,N,2.0,,2019Q4,,NPORT-P,N,31-OCT-2019,31-OCT-2019,23-DEC-2019,1517936,First Trust Exchange-Traded Fund IV,811-22559,5493006CBTW7P2B31B80,120 East Liberty Drive,Suite 400,Wheaton,US-IL,US,60187,630-765-8000,First Trust Tactical High Yield ETF,S000039493,549300N8JZKZ2R50QR81,1462877133.22,30799045.66,1432078087.56,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,297.53864,6022.81089,14709.95142,531.24556,0.0,4875.19407,143143.79398,180095.08098,4820.80183,0.0,N,1191643.55,-4986240.92,-409889.95,4224754.14,-1150466.51,-1568345.68,21632456.91,0.0,0.0,67585794.48,0.0,0.0,40921805.55,0.0,0.0,53649.0,USD,13255.36617,62745.90445,127840.34767,29425.9304,30.76426,1325536.61532,6274590.44747,12784034.75617,2942593.04003,3076.42634,,,,,,,,,,137623,C000121641,0.17,0.66,0.24,,,,,,,,,,,,,
0001752724-19-200066,17689555,1546329600,2019-12-23,CITADEL SECS LP,549300NV5RXBUS3X7L47,CITADEL SECURITIES TERM B 02/27/2026,17288YAB8,20895000.0,PA,,USD,20934282.6,,0.217335503951,Long,LON,,CORP,,US,N,2.0,,2019Q4,,NPORT-P,N,31-OCT-2019,31-OCT-2019,23-DEC-2019,722574,FIDELITY ADVISOR SERIES I,811-03785,C7J4FOV6ELAVE39B7M82,245 Summer Street,,Boston,US-MA,US,02210,1-800-FIDELITY,Fidelity Advisor Floating Rate High Income Fund,S000017683,06FDJUS8WLNCESCVCG06,9727697808.71,95455391.17,9632242417.54,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,6359858.05410694,96092.73978276,77464.46616911,738.14450548,0.0,48827365.4126907,978573.44204051,792369.03012849,10843.46033333,0.0,N,-2794344.43,-70440211.96,11038488.56,17670203.57,-2003059.53,-95050462.02,208703796.2,35520919.02,429561104.58,255477415.33,34547999.83,348961421.41,266357988.34,32494970.96,574131741.15,53652.0,USD,111764.8299269,40230.97374284,50137.14417849,2658.73422493,0.0,11176484.6153854,4023097.67124194,5013714.6101731,265873.25379664,-0.01332147,,,,,,,,,,137657,C000048860,-1.39,-0.36,-1.61,,,,,,,,,,,,,
0001752724-19-177963,16153155,1546329600,2019-11-25,CITADEL CLEARING LLC,5493001I7IJ4CW6Q9N27,CITADEL CLEARING LLC,000000000,1500000.0,PA,,USD,1500000.0,,0.043688337811,Long,RA,,CORP,,US,N,2.0,,2019Q4,,NPORT-P,N,31-DEC-2019,30-SEP-2019,25-NOV-2019,710826,Brighthouse Funds Trust II,811-03618,549300NPPA08K2CWOV06,"BRIGHTHOUSE INVESTMENT ADVISERS, LLC",ONE FINANCIAL CENTER,BOSTON,US-MA,US,02111,980-949-5130,BlackRock Bond Income Portfolio,S000006511,RQ2HPSR0HMOOPNZQJY98,4764862557.43,1331452006.41,3433410551.02,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,753880113.38,0.0,0.0,24364692.31,-2663.9,-58457.36,-272211.25,-426018.27,-249981.37,-1250.55,-14560.27,-13216.12,-62901.62,-8678.48,N,5964235.64,1598555.75,16753597.93,38125971.71,4711751.13,-23900527.44,8124182.85,0.0,18969319.74,9455278.33,0.0,90698081.87,8638476.47,0.0,23730603.13,49346.0,GBP,5715.93,-25751.84,-40421.24,0.0,0.0,568312.14,-2552423.62,-4013367.27,0.0,0.0,123667.0,CREDIT SUISSE SECURITIES (USA) LLC,1V8Y6QCX6YMJ2OELII46,4989097.66,,,,,,125595,C000017804,0.43,2.29,-0.53,,,,,,,,,,,,,
0001752724-19-168005,15354078,1546329600,2019-11-19,CITADEL LP,,Citadel LP,17288XAB0,460000.0,PA,,USD,469098.97,,0.080740633877,Long,DBT,,CORP,,US,N,2.0,,2019Q3,,NPORT-P,N,30-SEP-2019,30-SEP-2019,19-NOV-2019,34273,Virtus Equity Trust,811-00945,549300BN8LS7IJSSNN03,101 Munson Street,,Greenfield,US-MA,US,01301-9668,800-243-1574,Virtus Tactical Allocation Fund,S000021179,5493000BQ75WRC0WLH98,585292713.78,4297807.66,580994906.12,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4391153.76,0.0,-122.0,-7104.0,-38111.0,-40738.0,0.0,-1.0,-2165.0,-9104.0,-2528.0,N,1155775.1,3081450.59,681797.08,-6854206.44,418722.34,-9786214.23,991264.62,0.0,-4933407.11,1738085.17,0.0,-5153310.61,1310764.18,855123.45,-4940428.41,46124.0,USD,0.0,-123.0,-8187.0,-42599.0,-74056.0,0.0,-12255.0,-818655.0,-4259901.0,-7405598.0,116323.0,"Nomura Securities International, Inc.",OXTKY6Q8X53C9ILVV871,22932.0,,,,,,119626,C000211088,0.8264,-0.9221,-1.5362,,,,,,,,,,,,,
